INSTNM,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PCTPELL
Westcliff University,2037,0.6387,0.3613,0.0628,0.027,0.0265,0.0093,0.0025,0.0054,0.0201,0.0967,0.7496,0.0209
World Class Academy of Beauty Careers,24,0.125,0.875,0,1,0,0,0,0,0,0,0,0.6226
Allied Health Careers Institute,47,0.1064,0.8936,0.1277,0.617,0.2128,0.0426,0,0,0,0,0,0.7105
Sacramento Ultrasound Institute,104,0.2308,0.7692,0.375,0.0673,0.2596,0.1827,0,0,0.1154,0,0,0.2671
Regan Career Institute,51,0.2353,0.7647,0.0588,0.0784,0.3725,0.2353,0.1961,0,0.0392,0.0196,0,0.2034
Bolivar Technical College,144,0.0764,0.9236,0.875,0.0347,0.0486,0.0069,0.0069,0,0.0278,0,0,0.6154
MAK Beauty Institute,9,0.1111,0.8889,0.7778,0,0,0.2222,0,0,0,0,0,0.64
Reformed University,287,0.439,0.561,0.0348,0.0035,0.0941,0.4808,0,0,0,0.3868,0,0
Mobile Technical Training,31,0.8065,0.1935,0.1613,0.0645,0.6774,0.0968,0,0,0,0,0,0.8732
American Barber and Beauty Academy,118,0.1864,0.8136,0.339,0.1695,0.4661,0,0,0,0.0169,0,0.0085,0.3915
Master's Barber & Styling College,26,0.9231,0.0769,0.8462,0,0.0769,0,0,0,0.0385,0,0.0385,0.3143
Yeshiva Shaar Ephraim,138,1,0,1,0,0,0,0,0,0,0,0,0.7333
California Institute of Arts & Technology,14,0.7143,0.2857,0.2143,0.5,0.1429,0,0,0,0.1429,0,0,0.3127
Elite Cosmetology Barber & Spa Academy,55,0.2545,0.7455,0.4364,0.0182,0.2909,0,0,0,0.2545,0,0,0.6732
Cutting Edge Academy,94,0.234,0.766,0.6064,0.0426,0.266,0.0106,0,0,0,0.0319,0.0426,0.4286
Yeshiva Bais Aharon,13,1,0,1,0,0,0,0,0,0,0,0,0.75
Mechon L'hoyroa,124,1,0,1,0,0,0,0,0,0,0,0,0.8316
Elyon College,25,0,1,1,0,0,0,0,0,0,0,0,0.589
Harmony Health Care Institute,164,0.2073,0.7927,0.1037,0.7012,0.0732,0.0244,0,0,0.0061,0.0915,0,0.3175
American Beauty Schools,80,0.0125,0.9875,0,0,1,0,0,0,0,0,0,0.15310000000000001
Hogan Institute of Cosmetology and Esthetics,71,0.0141,0.9859,0.0845,0.6338,0.1549,0.0282,0,0.0141,0.0423,0,0.0423,0.6417
J's Barber College,23,0.8261,0.1739,0.3043,0.5652,0,0,0,0,0.1304,0,0,0.5946
Ann Webb Skin Institute,181,0.011,0.989,0.4144,0.1105,0.3481,0.0276,0.0055,0.011,0.0829,0,0,0.2587
Apex Academy Hair Skin Nails School of Cosmetology,16,0,1,1,0,0,0,0,0,0,0,0,0.2877
The Esthetic Institute,107,0,1,0.1589,0.2991,0.2897,0.0374,0.0093,0.0748,0.1028,0,0.028,0.45
Massage Institute of Memphis,20,0.35,0.65,0.35,0.5,0.1,0,0,0,0.05,0,0,0.7143
Metro Detroit Barber College,30,0.7667,0.2333,0.0667,0.8,0.1333,0,0,0,0,0,0,0.6441
Digital Media Institute,13,0.6154,0.3846,0.9231,0.0769,0,0,0,0,0,0,0,0.2745
Yeshiva Ohr Naftoli,43,1,0,0.9767,0,0,0,0,0,0,0.0233,0,0.225
Bais Medrash Mayan Hatorah,25,1,0,1,0,0,0,0,0,0,0,0,0.2059
Allgood Beauty Institute,20,0.05,0.95,0.4,0.45,0.15,0,0,0,0,0,0,0.6111
Ray J's College of Hair,34,0.7941,0.2059,0.0294,0.9706,0,0,0,0,0,0,0,0.6462
Manuel and Theresa's School of Hair Design,4,0,1,0.5,0,0.5,0,0,0,0,0,0,0.4444
Cincinnati School of Barbering & Hair Design,48,0.875,0.125,0.1667,0.7917,0,0.0208,0,0,0.0208,0,0,0.3944
L Makeup Institute,95,0.0211,0.9789,0.4211,0.0316,0.3368,0.0526,0.0105,0,0.0737,0,0.0737,0.432
Peloton College,103,0.0874,0.9126,0.0874,0.6117,0.2233,0,0,0,0.0583,0.0097,0.0097,0.7273
Northern Technical College,30,0.8667,0.1333,0.0333,0.8,0.1667,0,0,0,0,0,0,0.7447
Maine Media College,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Purdue University Northwest,5786,0.476,0.524,0.5164,0.1134,0.2553,0.032,0.0014,0.001,0.0346,0.0311,0.0149,0.277
Ross Medical Education Center-Portage,94,0.0745,0.9255,0.2979,0.0957,0.0638,0.0106,0,0,0.0426,0.0106,0.4787,0.7697
Ross College-Canton,344,0.0523,0.9477,0.1686,0.2035,0.0145,0,0,0,0.0378,0.0029,0.5727,0.8154
Ross College-Grand Rapids North,267,0.0524,0.9476,0.1273,0.2584,0.0562,0.0075,0.0112,0,0.0487,0.015,0.4757,0.7887
American Institute-Somerset,274,0.2774,0.7226,0.1752,0.2628,0.5146,0.0146,0,0,0.0255,0,0.0073,0.8182
Platt College-Anaheim,405,0.1407,0.8593,0.1259,0.0148,0.6617,0.1309,0.0074,0.0049,0.0469,0,0.0074,0.5981
Advantage Career Institute,149,0.0738,0.9262,0.3826,0.2215,0.3154,0.047,0,0,0.0268,0,0.0067,0.302
Bull City Durham Beauty and Barber College,32,0.6875,0.3125,0.0313,0.9063,0.0625,0,0,0,0,0,0,1
Fortis College-Cutler Bay,358,0.1704,0.8296,0.0391,0.2374,0.6732,0.0112,0.0056,0.0028,0.014,0,0.0168,0.761
Yeshiva Kollel Tifereth Elizer,373,1,0,1,0,0,0,0,0,0,0,0,0.8904
Strand Institute of Beauty & Esthetics,71,0.0141,0.9859,0.2535,0.0141,0.5493,0,0,0,0.1831,0,0,0.1391
Arkansas Welding Academy,74,0.9054,0.0946,0.6081,0.1892,0.0811,0,0.0405,0,0.0811,0,0,0.7333
Unitech Training Academy-Baton Rouge,85,0.0353,0.9647,0.2941,0.7059,0,0,0,0,0,0,0,0.7565
Empire Beauty School-Tampa,93,0.0215,0.9785,0.2796,0.4731,0.1505,0,0.0108,0,0.0323,0,0.0538,0.503
Empire Beauty School-Lakeland,132,0.0152,0.9848,0.4318,0.2273,0.2727,0,0,0.0076,0.0455,0,0.0152,0.4633
Galen College of Nursing-ARH,424,0.1297,0.8703,0.8656,0.0024,0.0094,0.0047,0,0,0.0118,0,0.1061,0.7021
The Chicago School at San Diego,5,0.2,0.8,0.2,0.2,0.4,0,0,0,0,0,0.2,0.5
Commercial Divers International,47,0.9574,0.0426,0.3617,0.1277,0.2979,0,0.0213,0,0.0426,0,0.1489,0.5043
Tricoci University of Beauty Culture-Janesville,102,0.0392,0.9608,0.6373,0.0882,0.2059,0.0098,0.0098,0,0.049,0,0,0.6
Unlimited Cosmetology School,26,0,1,0.1538,0.6923,0.0769,0.0385,0,0,0.0385,0,0,0.2037
Johnny Matthew's Hairdressing Training School,59,0.4068,0.5932,0.322,0.0169,0.3559,0,0,0.0339,0.2034,0.0169,0.0508,0.4906
The Culinary School of Fort Worth,69,0.5362,0.4638,0.5072,0.1304,0.2319,0.0435,0,0.0145,0.0725,0,0,0.2936
Centralia Beauty College,88,0.0455,0.9545,0.6818,0.0455,0.2045,0.0114,0,0,0.0568,0,0,0.2366
University of Wisconsin-Milwaukee Flex,570,0.2807,0.7193,0.7596,0.0614,0.0702,0.0246,0.0018,0,0.0333,0,0.0491,0.1732
University of Wisconsin-Parkside Flex,143,0.4266,0.5734,0.7413,0.0699,0.0909,0.014,0.007,0,0.035,0,0.042,0.1849
Miller-Motte College-STVT-Arlington,174,0.7759,0.2241,0.1782,0.4943,0.2586,0.0057,0.0172,0.0057,0.0287,0,0.0115,0.4737
Bnos Zion Of Bobov Seminary,142,0,1,1,0,0,0,0,0,0,0,0,0.7296
ABC Adult School,185,0.1838,0.8162,0.0703,0.0703,0.6108,0.2162,0.0054,0,0.027,0,0,0.2602
Polytech Adult Education,631,0.7021,0.2979,0.4897,0.3471,0.1236,0.0048,0.0063,0,0.0285,0,0,0.0348
California Institute of Medical Science,36,0.0833,0.9167,0.1389,0.1111,0.6389,0.0278,0.0278,0,0,0.0278,0.0278,0.525
Union Bible College,155,0.4774,0.5226,0.4452,0.0258,0.2581,0.2581,0,0,0.0065,0.0065,0,0.2647
Pets Playground Grooming School,18,0.0556,0.9444,0.4444,0,0.5,0,0,0,0,0.0556,0,0.381
San Bernardino Beauty College,77,0.2597,0.7403,0.039,0.1429,0.6104,0.1818,0.026,0,0,0,0,0.375
Christina and Company Education Center,32,0,1,0.7813,0,0.1875,0,0,0,0,0,0.0313,0.2885
Institute of Medical Ultrasound,29,0,1,0.3448,0.6207,0,0.0345,0,0,0,0,0,0.8649
Mystros Barber Academy,14,0.7143,0.2857,0.0714,0.8571,0.0714,0,0,0,0,0,0,0.1
European Medical School of Massage,23,0.087,0.913,0.4783,0.1739,0.3478,0,0,0,0,0,0,0.7941
Yeshiva Gedolah Tiferes Boruch,70,1,0,1,0,0,0,0,0,0,0,0,0.5507
Yeshiva Chemdas Hatorah,79,1,0,0.9494,0,0,0,0,0,0,0.0506,0,0.4691
Women's Institute of Torah Seminary and College,141,0,1,1,0,0,0,0,0,0,0,0,0.2428
Yeshiva Gedolah Keren Hatorah,189,1,0,1,0,0,0,0,0,0,0,0,0.6022
ICOHS College,215,0.6791,0.3209,0.2558,0.2698,0.3163,0.0837,0.0186,0.0326,0.0093,0,0.014,0.2909
Neo-Esthetique European Institute,137,0,1,0,0,1,0,0,0,0,0,0,0.7893
Lehigh Valley Barber School,53,0.8302,0.1698,0.1509,0.3019,0.5283,0.0189,0,0,0,0,0,0.5556
International Barber College,30,0.8667,0.1333,0.2333,0.2667,0.3,0,0.0667,0.0333,0.1,0,0,0.5238
Brown Beauty Barber School,54,0.2963,0.7037,0.0741,0.8704,0.037,0,0,0,0.0185,0,0,0.7108
Rexburg College of Massage Therapy,59,0.1186,0.8814,0.8983,0,0.0508,0.0169,0,0.0169,0.0169,0,0,0.4342
Yeshiva Gedolah of Cliffwood,53,1,0,0.9057,0,0,0,0,0,0,0.0943,0,0.0938
Goshen School of Cosmetology,27,0,1,0,0.963,0,0,0.037,0,0,0,0,0.6857
IBS School of Cosmetology and Massage,64,0.0469,0.9531,0.2656,0.0313,0.0938,0.1563,0,0.2188,0.2188,0,0.0156,0.1402
UR Beauty & Barber Academy,24,0.5417,0.4583,0.2917,0.1667,0.4583,0,0,0,0.0833,0,0,0.4
Urban Barber College,163,0.7914,0.2086,0.1411,0.227,0.5644,0.0307,0,0,0.0061,0.0123,0.0184,0.625
Yeshivas Emek Hatorah,93,1,0,1,0,0,0,0,0,0,0,0,0.0968
Transitions Career Institute School of Nursing,182,0.1374,0.8626,0.0165,0.6319,0.0879,0.2198,0,0.044,0,0,0,0.4352
Wilton Simpson Technical College,114,0.7368,0.2632,0.6842,0.0877,0.1842,0,0,0.0175,0.0263,0,0,0.3488
Stacey James Institute,68,0.0294,0.9706,0.6471,0.0147,0.2059,0.0441,0.0294,0,0.0441,0,0.0147,0.1867
Seminary Bnos Chaim,177,0,1,1,0,0,0,0,0,0,0,0,0.645
Avenue Academy A Cosmetology Institute,97,0.0103,0.9897,0.2165,0,0.6392,0,0.0309,0.0103,0.1031,0,0,0.5632
Salon Professional Academy of San Antonio,114,0.0175,0.9825,0.2982,0.1404,0.0965,0.0088,0.0088,0,0.4474,0,0,0.5062
Red Lake Nation College,256,0.2695,0.7305,0,0,0.0039,0,0.9844,0,0.0117,0,0,0.8913
Princess Institute of Beauty,41,0.0244,0.9756,0.0488,0,0.9268,0.0244,0,0,0,0,0,0.5882
Vogue International Academy,9,0.1111,0.8889,0,0.4444,0.3333,0.1111,0,0,0,0,0.1111,0.4737
Independent Training & Apprenticeship Program,102,0.9608,0.0392,0.4412,0.0882,0.3627,0.049,0,0.0098,0.0294,0,0.0196,0.3894
Victory Career College,97,0.0825,0.9175,0.0515,0.1443,0.5155,0.1959,0,0,0.0825,0,0.0103,0.5482
Winonah's International School of Cosmetology,110,0.0273,0.9727,0.1364,0.7091,0.1455,0.0091,0,0,0,0,0,0.5222
Yeshiva Gedola Tiferes Yerachmiel,172,1,0,0.8953,0,0,0,0,0,0,0.1047,0,0.4326
Southeastern Esthetics Institute,318,0.0031,0.9969,0.305,0.5503,0.0786,0.0063,0,0.0031,0.0346,0,0.022,0.465
Installer Institute,14,1,0,0,0.2143,0.2857,0,0,0.5,0,0,0,0.4762
Caris College,189,0.0317,0.9683,0.7672,0.1376,0.0317,0.0106,0.0106,0.0053,0.037,0,0,0.5798
Contra Costa Medical Career College,337,0.1009,0.8991,0.1424,0.1276,0.5401,0.1009,0.0059,0.0119,0.0208,0,0.0504,0.0682
Another Level Barbering and Cosmetology School,77,0.3896,0.6104,0.026,0.9221,0.013,0,0,0,0.039,0,0,0.8049
The Salon Professional Academy-Georgetown,72,0.0139,0.9861,0.6528,0.0278,0.1389,0.0278,0,0.0139,0.1389,0,0,0.3978
Elite Academy of Hair Design,84,0.0238,0.9762,0.8095,0.0714,0.0357,0,0.0119,0,0.0714,0,0,0.551
Americare Technical School,28,0.2857,0.7143,0.1786,0.25,0.1429,0.3929,0.0357,0,0,0,0,0.2136
Champion Christian College,128,0.6875,0.3125,0.5859,0.2188,0.0547,0.0078,0.0391,0,0.0625,0.0156,0.0156,0.6111
Chicago Professional Center,92,1,0,0.4239,0.0761,0.3587,0.0761,0.0109,0.0217,0.0217,0,0.0109,0
D&S School of Cosmetology,3,0,1,0.3333,0.6667,0,0,0,0,0,0,0,0.3
DSDT,202,0.5891,0.4109,0.1485,0.6733,0.1188,0.0149,0,0.0099,0.0347,0,0,0.0824
Elite Beauty College,16,0,1,0.3125,0.125,0,0.0625,0.4375,0,0.0625,0,0,0.625
GoodFellas Barber College,34,0.8824,0.1176,0,1,0,0,0,0,0,0,0,0.5439
Escondido Adult School,195,0.2821,0.7179,0.4051,0.041,0.4718,0.0769,0,0,0.0051,0,0,0
Poway Adult School,153,0.2484,0.7516,0.4706,0.0261,0.2745,0.1961,0.0196,0.0131,0,0,0,0
Vista Adult School,127,0.1496,0.8504,0.2283,0.0394,0.6929,0.0079,0.0079,0,0.0236,0,0,0
The Salon Professional Academy-Delray Beach,32,0.2813,0.7188,0.25,0.5,0,0,0,0,0.25,0,0,0.4588
No Grease Barber School,15,0.8667,0.1333,0,0.8,0.1333,0,0,0,0,0,0.0667,1
Pima Medical Institute-San Marcos,630,0.2508,0.7492,0.2508,0.0397,0.5032,0.0921,0.0048,0.0175,0.0873,0,0.0048,0.4229
EDP University of Puerto Rico-Villalba,281,0.2064,0.7936,0,0,1,0,0,0,0,0,0,0.6991
The Chicago School at Dallas,4,0.25,0.75,0,0.75,0.25,0,0,0,0,0,0,NA
American Massage & Bodywork Institute,105,0.2762,0.7238,0.2095,0.419,0.1905,0.0476,0,0.0095,0.0762,0,0.0476,0.5698
KCK Beauty & Barber Academy,33,0.5758,0.4242,0.1212,0.8485,0,0,0,0.0303,0,0,0,0.5581
California College of Barbering and Cosmetology,272,0.1397,0.8603,0.2243,0.1213,0.5257,0.0368,0.0147,0.0588,0.0074,0.011,0,0.666
Texas Tech University Health Sciences Center-El Paso,235,0.1532,0.8468,0.0298,0.0426,0.8766,0,0.0085,0,0.0085,0,0.034,0.531
The College of Health Care Professions-South San Antonio,390,0.0846,0.9154,0.0769,0.0487,0.8564,0.0026,0,0,0.0103,0,0.0051,0.732
Innovate Salon Academy,153,0.2157,0.7843,0.1895,0.5752,0.2157,0,0,0,0.0065,0,0.0131,0.5078
Chamberlain University-Louisiana,516,0.0911,0.9089,0.2655,0.5814,0.0872,0.0194,0.0078,0.0039,0.0116,0.0019,0.0213,0.3616
Drury University-College of Continuing Professional Studies,694,0.3329,0.6671,0.6974,0.062,0.1182,0.0202,0.0058,0.0043,0.0317,0.0029,0.0576,0.5876
Global Medical & Technical Training Institute,524,0.1336,0.8664,0,0,1,0,0,0,0,0,0,0.985
Salon Success Academy-West Covina,82,0.0366,0.9634,0.0122,0,0.8902,0.0122,0,0,0,0,0.0854,0.4935
Indiana Institute of Technology-College of Professional Studies,2446,0.3872,0.6128,0.5266,0.2866,0.0597,0.0106,0.009,0.002,0.0339,8e-4,0.0707,0.5261
Advantage Technical College,283,0.258,0.742,0,0,1,0,0,0,0,0,0,0.5279
Institute of Culinary Education,452,0.5088,0.4912,0.1327,0.042,0.6925,0.0664,0.0022,0.0022,0.0221,0.0265,0.0133,0.2958
Universal Technical Institute-Bloomfield,1200,0.9592,0.0408,0.1883,0.1067,0.5042,0.0267,0.0025,0.0017,0.1108,8e-4,0.0583,0.529
Gould's Academy,177,0.1186,0.8814,0.4576,0.4294,0.0734,0.0056,0,0,0.0282,0,0.0056,0.5776
Urban Academy of Beauty,0,0,0,0,0,0,0,0,0,0,0,0,0.4706
WellSpring School of Allied Health-Springfield,79,0.2152,0.7848,0.8228,0.0127,0.0633,0,0,0.0127,0.0759,0,0.0127,0.7676
Medical Career College of Northern California,10,0.4,0.6,0.3,0.1,0.3,0,0,0,0,0,0.3,1
Premiere International College,106,0.1698,0.8302,0.0849,0.566,0.1698,0.1698,0,0,0.0094,0,0,0.4545
San Diego Global Knowledge University,98,0.5306,0.4694,0.102,0.1122,0.2143,0.051,0,0.0102,0,0.5102,0,0.053
Global Tech College,63,0.5714,0.4286,0.3492,0.3651,0.1746,0.0476,0,0,0.0159,0,0.0476,0.4359
Crown Cutz Academy Bristol,32,0.4688,0.5313,0.6563,0.1563,0,0.0625,0,0.0625,0.0625,0,0,0.493
MCI,117,0.8974,0.1026,0.0171,0,0.9744,0,0,0,0,0,0.0085,0.2659
Central Pennsylvania Diesel Institute,22,0.9545,0.0455,0.7273,0.1364,0.0455,0,0,0,0.0909,0,0,0.3333
Bellasa Professional Institute,90,0.0111,0.9889,0.1111,0.2889,0.6,0,0,0,0,0,0,0.1456
PMCA Pittsburgh Multicultural Cosmetology Academy,16,0,1,0.1875,0.75,0.0625,0,0,0,0,0,0,0.5455
Health and Technology Training Institute,57,0.0526,0.9474,0.0526,0.8246,0.0702,0.0526,0,0,0,0,0,0.4868
Yeshiva of Ocean,57,1,0,0.9825,0,0,0,0,0,0,0.0175,0,0.625
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,169,1,0,1,0,0,0,0,0,0,0,0,0.7765
Young Americans College of the Performing Arts,16,0.5,0.5,0.25,0.25,0.1875,0.0625,0,0.0625,0.1875,0,0,0.1304
Pro Beauty Academy,100,0.1,0.9,0.31,0.32,0.23,0.1,0,0,0.01,0.01,0.02,0.1613
South Eastern Beauty Academy,19,0.0526,0.9474,1,0,0,0,0,0,0,0,0,0.8143
Ohel Margulia Seminary,243,0,1,1,0,0,0,0,0,0,0,0,0.8171
Montana Barber Institute,16,0.8125,0.1875,0,0.25,0.75,0,0,0,0,0,0,0.381
Yeshivat Hechal Shemuel,65,1,0,0.9846,0,0,0,0,0,0,0.0154,0,0.3667
Professional University Dr. Carlos J. Borrero Rios,5,0.6,0.4,0,0,1,0,0,0,0,0,0,NA
American Institute of Healthcare & Technology,94,0.0745,0.9255,0.3085,0.3404,0.266,0.0319,0.0106,0,0.0106,0,0.0319,0.3226
Premier Academy of Cosmetology,40,0,1,0.675,0,0.05,0,0.275,0,0,0,0,0.6964
Yeshiva Gedolah of Woodlake Village,79,1,0,0.8481,0,0,0,0,0,0,0.1519,0,0.3165
Yeshiva Gedola Tiferes Yaakov Yitzchok,69,1,0,1,0,0,0,0,0,0,0,0,0.1912
Houston Barber School,225,0.7867,0.2133,0.0356,0.6578,0.2978,0.0089,0,0,0,0,0,0.7575
Health-Tech Institute of Memphis,4,0,1,0,1,0,0,0,0,0,0,0,0
MIXED Institute of Cosmetology & Barber,139,0.3381,0.6619,0.0791,0.4029,0.259,0.0791,0.0072,0.0072,0.0719,0,0.0935,0.581
Vski Cosmetology School,24,0,1,0.9167,0.0833,0,0,0,0,0,0,0,0.3333
New York Seminary,120,0,1,1,0,0,0,0,0,0,0,0,0.3684
Deluxe Barber College,103,0.835,0.165,0.0194,0.4078,0.5631,0,0,0,0,0,0.0097,0.619
Falcon Institute of Health and Science,186,0.0914,0.9086,0.1022,0.4409,0.2796,0.0161,0,0,0.0484,0,0.1129,0.4938
College Unbound,398,0.2462,0.7538,0.1583,0.3392,0.3618,0.0101,0.0151,0,0.0503,0,0.0653,0.5684
Midwest Barber College,32,0.8438,0.1563,0.2813,0.3125,0.25,0,0,0,0.1563,0,0,0.4545
A Better U Beauty Barber Academy,52,0.7692,0.2308,0.0385,0.1154,0.7692,0.0192,0.0577,0,0,0,0,0.8784
SANS Technology Institute,643,0.8491,0.1509,0.6003,0.0669,0.1322,0.084,0.0031,0.0047,0.0295,0.0638,0.0156,0
Tuana European Beauty Academy,39,0.0256,0.9744,0.5897,0.0256,0.3333,0,0.0256,0,0,0,0.0256,0.4583
College of Athens,70,0.8,0.2,0.3,0.0429,0.0286,0,0,0,0.0143,0,0.6143,0
Southern Careers Institute-Waco,205,0.2,0.8,0.239,0.3024,0.3415,0.0098,0,0.0098,0.0244,0,0.0732,0.645
Elevate Salon Institute,85,0,1,0.2,0.6471,0.1059,0,0,0,0.0471,0,0,0.28
Lil Lou's Beauty and Barber College-Hammond,24,0.7917,0.2083,0.0417,0.7083,0.25,0,0,0,0,0,0,0.8824
Arizona College of Nursing-Dallas,383,0.1175,0.8825,0.188,0.5091,0.1932,0.0705,0,0,0.0313,0,0.0078,0.6542
The Salon Professional Academy-Washington DC,117,0.0427,0.9573,0.0342,0.8034,0.1026,0,0,0,0,0,0.0598,0.1568
Valley College-Cleveland,787,0.0508,0.9492,0.1334,0.6112,0.0394,0.0064,0.0064,0,0.0267,0,0.1766,0.7717
EDP University of Puerto Rico-Humacao,269,0.1896,0.8104,0,0,1,0,0,0,0,0,0,0.6214
EDP University of Puerto Rico-Manati,449,0.2739,0.7261,0,0,1,0,0,0,0,0,0,0.3705
UEI College-Sacramento,1086,0.4972,0.5028,0.0451,0.1105,0.2274,0.0562,0.0046,0.0138,0.0414,0,0.5009,0.7239
Fortis Institute-Cookeville,301,0.186,0.814,0.8538,0.0365,0.0631,0.0133,0.01,0.0066,0.0166,0,0,0.7258
Derech Hachaim Seminary,285,0,1,1,0,0,0,0,0,0,0,0,0.6207
Evvaylois Academy School of Beauty,14,0.0714,0.9286,0.2143,0.2857,0.4286,0,0,0,0.0714,0,0,0.5789
Avenue Five Institute-South Austin Campus,131,0.0153,0.9847,0.3588,0.0534,0.4809,0.0076,0.0076,0,0.084,0,0.0076,0.5176
Sattler College,55,0.7273,0.2727,0.7818,0,0,0,0,0,0,0.2182,0,0
Pima Medical Institute-San Antonio,341,0.176,0.824,0.2053,0.0968,0.5924,0.0235,0.0059,0.0029,0.0733,0,0,0.5148
Faith Theological Seminary and Christian College,63,0.5238,0.4762,0.2857,0.3016,0.3968,0,0,0,0.0159,0,0,NA
The Southwestern Baptist Theological Seminary,334,0.6946,0.3054,0.476,0.024,0.1796,0.053900000000000003,0.006,0,0.012,0.1617,0.0868,0
Lotus Professional College,157,0.1019,0.8981,0.4395,0.3503,0.0701,0.051,0.0064,0,0.0764,0,0.0064,0.4819
Christ Mission College,43,0.5349,0.4651,0.0465,0,0.814,0,0.0233,0,0,0.1163,0,0.5957
Esteem Academy of Beauty,58,0,1,0.6552,0,0.2931,0,0,0,0.0517,0,0,0.25
KC Beauty Academy,49,0.1224,0.8776,0.1224,0.0408,0.7347,0.0612,0,0,0.0204,0.0204,0,0.5225
Urshan College,512,0.4121,0.5879,0.707,0.0469,0.1602,0.0098,0.0137,0,0.0547,0,0.0078,0.3996
Texas Healthtech Institute,83,0.0482,0.9518,0.2289,0.6867,0.0241,0.0482,0,0,0,0,0.012,0.6324
Xtylo Beauty College,35,0.0286,0.9714,0.0571,0,0.8571,0,0,0,0,0.0857,0,0.45
Tonsorial Arts Barber College,107,0.4299,0.5701,0.0654,0.7944,0.0935,0,0.0093,0,0.0187,0,0.0187,0.8934
Michael's Barber & Hair Stylist Academy,49,0.8163,0.1837,0.0408,0.7143,0.2041,0.0408,0,0,0,0,0,0.8488
Yeshiva Yesoda Hatorah Vetz Chaim,205,1,0,1,0,0,0,0,0,0,0,0,0.8315
North-West College-San Diego,551,0.1797,0.8203,0.2015,0.1107,0.2976,0.2486,0.0036,0.0218,0.1089,0,0.0073,0.4924
West Virginia Junior College-United Career Institute,57,0.1404,0.8596,0.8246,0.1404,0,0.0351,0,0,0,0,0,0.75
Aviation Institute of Maintenance-Charlotte,212,0.9151,0.0849,0.3396,0.4245,0.1651,0.0236,0.0047,0,0.0377,0,0.0047,0.574
Ponce Health Sciences University-East,65,0.1385,0.8615,0.0308,0,0.9692,0,0,0,0,0,0,0.8696
Fortis College-Landover,576,0.0816,0.9184,0.0747,0.6406,0.2222,0.026,0.0017,0.0035,0.0226,0,0.0087,0.7253
Stautzenberger College-Rockford Career College,733,0.3015,0.6985,0.3479,0.3015,0.2838,0.0095,0.0014,0.0014,0.0491,0,0.0055,0.7167
WellSpring School of Allied Health-Wichita,67,0.1493,0.8507,0.6418,0.1343,0.1045,0.0149,0.0149,0,0.0896,0,0,0.8345
Access Careers-Islandia,314,0.1592,0.8408,0.1688,0.4459,0.3248,0.0541,0,0,0.0064,0,0,0.0197
Northern Pennsylvania Regional College,62,0.2742,0.7258,0.8226,0.0161,0.0806,0,0,0,0.0484,0,0.0323,0
Apex College of Veterinary Technology,30,0.0667,0.9333,0.6667,0,0.2,0.0333,0.0333,0,0.0333,0,0.0333,0.3611
Meryma'at Barber College,51,0.8627,0.1373,0.2549,0.4314,0.3137,0,0,0,0,0,0,0.9706
Western Maricopa Education Center,220,0.8136,0.1864,0.2636,0.0182,0.3864,0.0227,0.0091,0.0045,0.0864,0,0.2091,0.1677
Bais Medrash of Dexter Park,22,1,0,1,0,0,0,0,0,0,0,0,0.2059
Makana Esthetics Wellness Academy,68,0,1,0.25,0.0294,0.0441,0.25,0,0.1618,0.25,0,0.0147,0.3861
Oak Valley College,52,0.4423,0.5577,0.3654,0.1154,0.5,0,0,0,0.0192,0,0,0.4468
Paul Mitchell the School-San Jose,108,0.037,0.963,0.1574,0.037,0.6944,0.0556,0,0,0.0185,0,0.037,0.7125
Zion Massage College,64,0.1563,0.8438,0.7656,0,0.125,0.0469,0,0.0313,0.0313,0,0,0.375
Great Lakes Boat Building School,28,0.8929,0.1071,0.8929,0,0.0357,0,0,0,0.0714,0,0,0.3478
Austin Career Institute,51,0.8039,0.1961,0.2353,0.0588,0.6471,0,0,0,0,0,0.0588,0.5782
Professional Culinary Academy,17,0.7059,0.2941,0.2353,0.5294,0.2353,0,0,0,0,0,0,0.7308
Pacific Northwest Christian College,129,0.8062,0.1938,0.3101,0.0543,0.5349,0,0.0155,0.0155,0.0698,0,0,0.4699
Hollywood Cultural College,35,0.4857,0.5143,0,0,0.8286,0,0,0,0.0286,0.0857,0.0571,0.2034
Mariano Moreno Culinary Institute,141,0.3191,0.6809,0.0851,0.078,0.6738,0.0071,0.0071,0.0071,0,0.1418,0,0.3661
Webb's Barber School of Arts,18,0.6111,0.3889,0.0556,0.9444,0,0,0,0,0,0,0,0.5556
Adrian H. Wallace Barber Academy,29,0.8276,0.1724,0.2759,0.6552,0.069,0,0,0,0,0,0,0.7736
St. Louis Med Tech,9,0,1,0,0,0,0,0,0,1,0,0,0.75
Total Beauty Institute,23,0.0435,0.9565,0.1304,0.8696,0,0,0,0,0,0,0,0.7143
Pearlands Innovative School of Beauty,84,0.0357,0.9643,0.0714,0.6429,0.2738,0.0119,0,0,0,0,0,0.9355
